AD_3|2	373
AD_3|3	1143
AD_3|4	300
AC_-3|1	10
AC_-3|2	68
AC_-3|3	242
AC_-3|4	116
AC_-2|1	12
AC_-2|2	84
AC_-2|3	275
AC_-2|4	149
AC_-1|1	4
AC_-1|2	63
AC_-1|3	271
AC_-1|4	121
AC_0|1	1
AC_0|2	1
AC_0|3	1
AC_0|4	1
AC_1|1	5
AC_1|2	38
AC_1|3	273
AC_1|4	142
AC_2|1	7
AC_2|2	60
AC_2|3	268
AC_2|4	121
AC_3|1	9
AC_3|2	61
AC_3|3	240
AC_3|4	142
AQ_-3|1	25
AQ_-3|2	273
AQ_-3|3	825
AQ_-3|4	199
AQ_-2|1	30
AQ_-2|2	202
AQ_-2|3	860
AQ_-2|4	272
AQ_-1|1	36
AQ_-1|2	270
AQ_-1|3	863
AQ_-1|4	223
AQ_0|1	1
AQ_0|2	1
AQ_0|3	1
AQ_0|4	1
AQ_1|1	33
AQ_1|2	295
AQ_1|3	807
AQ_1|4	192
AQ_2|1	30
AQ_2|2	237
AQ_2|3	762
AQ_2|4	267
AQ_3|1	36
AQ_3|2	281
AQ_3|3	838
AQ_3|4	189
AE_-3|1	47
AE_-3|2	564
AE_-3|3	1461
AE_-3|4	310
AE_-2|1	63
AE_-2|2	367
AE_-2|3	1537
AE_-2|4	451
AE_-1|1	78
AE_-1|2	492
AE_-1|3	1600
AE_-1|4	351
AE_0|1	1
AE_0|2	1
AE_0|3	1
AE_0|4	1
AE_1|1	86
AE_1|2	579
AE_1|3	1372
AE_1|4	295
AE_2|1	56
AE_2|2	382
AE_2|3	1423
AE_2|4	378
AE_3|1	56
AE_3|2	496
AE_3|3	1420
AE_3|4	286
AG_-3|1	53
AG_-3|2	384
AG_-3|3	1373
AG_-3|4	563
AG_-2|1	46
AG_-2|2	390
AG_-2|3	1361
AG_-2|4	419
AG_-1|1	59
AG_-1|2	415
AG_-1|3	1328
AG_-1|4	372
AG_0|1	1
AG_0|2	1
AG_0|3	1
AG_0|4	1
AG_1|1	72
AG_1|2	545
AG_1|3	1417
AG_1|4	326
AG_2|1	81
AG_2|2	631
AG_2|3	1358
AG_2|4	396
AG_3|1	31
AG_3|2	398
AG_3|3	1434
AG_3|4	437
AH_-3|1	12
AH_-3|2	130
AH_-3|3	418
AH_-3|4	162
AH_-2|1	9
AH_-2|2	102
AH_-2|3	408
AH_-2|4	150
AH_-1|1	6
AH_-1|2	113
AH_-1|3	399
AH_-1|4	126
AH_0|1	1
AH_0|2	1
AH_0|3	1
AH_0|4	1
AH_1|1	11
AH_1|2	121
AH_1|3	393
AH_1|4	130
AH_2|1	10
AH_2|2	113
AH_2|3	458
AH_2|4	156
AH_3|1	7
AH_3|2	91
AH_3|3	446
AH_3|4	171
AI_-3|1	26
AI_-3|2	240
AI_-3|3	1196
AI_-3|4	532
AI_-2|1	16
AI_-2|2	275
AI_-2|3	1217
AI_-2|4	478
AI_-1|1	5
AI_-1|2	183
AI_-1|3	1145
AI_-1|4	645
AI_0|1	1
AI_0|2	1
AI_0|3	1
AI_0|4	1
AI_1|1	6
AI_1|2	180
AI_1|3	1137
AI_1|4	596
AI_2|1	17
AI_2|2	236
AI_2|3	1106
AI_2|4	499
AI_3|1	42
AI_3|2	262
AI_3|3	1174
AI_3|4	513
AL_-3|1	45
AL_-3|2	383
AL_-3|3	1993
AL_-3|4	810
AL_-2|1	42
AL_-2|2	590
AL_-2|3	1934
AL_-2|4	713
AL_-1|1	13
AL_-1|2	378
AL_-1|3	1985
AL_-1|4	876
AL_0|1	1
AL_0|2	1
AL_0|3	1
AL_0|4	1
AL_1|1	23
AL_1|2	343
AL_1|3	2070
AL_1|4	914
AL_2|1	28
AL_2|2	457
AL_2|3	1995
AL_2|4	785
AL_3|1	41
AL_3|2	369
AL_3|3	1882
AL_3|4	935
AK_-3|1	38
AK_-3|2	414
AK_-3|3	1128
AK_-3|4	254
AK_-2|1	65
AK_-2|2	304
AK_-2|3	1260
AK_-2|4	295
AK_-1|1	71
AK_-1|2	490
AK_-1|3	1348
AK_-1|4	257
AK_0|1	1
AK_0|2	1
AK_0|3	1
AK_0|4	1
AK_1|1	61
AK_1|2	402
AK_1|3	1178
AK_1|4	335
AK_2|1	75
AK_2|2	381
AK_2|3	1312
AK_2|4	368
AK_3|1	61
AK_3|2	502
AK_3|3	1208
AK_3|4	237
AM_-3|1	21
AM_-3|2	101
AM_-3|3	455
AM_-3|4	189
AM_-2|1	10
AM_-2|2	107
AM_-2|3	484
AM_-2|4	167
AM_-1|1	3
AM_-1|2	110
AM_-1|3	471
AM_-1|4	204
AM_0|1	1
AM_0|2	1
AM_0|3	1
AM_0|4	1
AM_1|1	7
AM_1|2	89
AM_1|3	450
AM_1|4	226
AM_2|1	6
AM_2|2	82
AM_2|3	446
AM_2|4	162
AM_3|1	5
AM_3|2	94
AM_3|3	388
AM_3|4	219
AF_-3|1	17
AF_-3|2	191
AF_-3|3	792
AF_-3|4	307
AF_-2|1	15
AF_-2|2	176
AF_-2|3	714
AF_-2|4	296
AF_-1|1	3
AF_-1|2	156
AF_-1|3	661
AF_-1|4	309
AF_0|1	1
AF_0|2	1
AF_0|3	1
AF_0|4	1
AF_1|1	6
AF_1|2	191
AF_1|3	811
AF_1|4	335
AF_2|1	13
AF_2|2	219
AF_2|3	783
AF_2|4	278
AF_3|1	18
AF_3|2	162
AF_3|3	716
AF_3|4	312
AP_-3|1	42
AP_-3|2	296
AP_-3|3	941
AP_-3|4	242
AP_-2|1	47
AP_-2|2	335
AP_-2|3	915
AP_-2|4	180
AP_-1|1	60
AP_-1|2	485
AP_-1|3	780
AP_-1|4	112
AP_0|1	1
AP_0|2	1
AP_0|3	1
AP_0|4	1
AP_1|1	41
AP_1|2	324
AP_1|3	848
AP_1|4	96
AP_2|1	59
AP_2|2	353
AP_2|3	741
AP_2|4	170
AP_3|1	34
AP_3|2	376
AP_3|3	801
AP_3|4	179
AS_-3|1	42
AS_-3|2	325
AS_-3|3	1213
AS_-3|4	356
AS_-2|1	42
AS_-2|2	425
AS_-2|3	1137
AS_-2|4	372
AS_-1|1	52
AS_-1|2	437
AS_-1|3	1196
AS_-1|4	322
AS_0|1	1
AS_0|2	1
AS_0|3	1
AS_0|4	1
AS_1|1	51
AS_1|2	376
AS_1|3	1289
AS_1|4	350
AS_2|1	38
AS_2|2	332
AS_2|3	1165
AS_2|4	372
AS_3|1	32
AS_3|2	339
AS_3|3	1209
AS_3|4	374
AT_-3|1	53
AT_-3|2	339
AT_-3|3	1106
AT_-3|4	354
AT_-2|1	43
AT_-2|2	389
AT_-2|3	1034
AT_-2|4	332
AT_-1|1	56
AT_-1|2	367
AT_-1|3	1123
AT_-1|4	377
AT_0|1	1
AT_0|2	1
AT_0|3	1
AT_0|4	1
AT_1|1	49
AT_1|2	301
AT_1|3	1134
AT_1|4	326
AT_2|1	42
AT_2|2	351
AT_2|3	1049
AT_2|4	331
AT_3|1	67
AT_3|2	339
AT_3|3	1095
AT_3|4	321
AW_-3|1	9
AW_-3|2	74
AW_-3|3	270
AW_-3|4	105
AW_-2|1	10
AW_-2|2	64
AW_-2|3	268
AW_-2|4	97
AW_-1|1	3
AW_-1|2	50
AW_-1|3	241
AW_-1|4	97
AW_0|1	1
AW_0|2	1
AW_0|3	1
AW_0|4	1
AW_1|1	4
AW_1|2	61
AW_1|3	250
AW_1|4	113
AW_2|1	8
AW_2|2	68
AW_2|3	261
AW_2|4	88
AW_3|1	7
AW_3|2	63
AW_3|3	214
AW_3|4	89
AY_-3|1	30
AY_-3|2	162
AY_-3|3	679
AY_-3|4	284
AY_-2|1	12
AY_-2|2	177
AY_-2|3	681
AY_-2|4	268
AY_-1|1	10
AY_-1|2	132
AY_-1|3	610
AY_-1|4	313
AY_0|1	1
AY_0|2	1
AY_0|3	1
AY_0|4	1
AY_1|1	8
AY_1|2	170
AY_1|3	652
AY_1|4	280
AY_2|1	12
AY_2|2	170
AY_2|3	672
AY_2|4	256
AY_3|1	16
AY_3|2	159
AY_3|3	676
AY_3|4	320
AV_-3|1	52
AV_-3|2	360
AV_-3|3	1513
AV_-3|4	697
AV_-2|1	28
AV_-2|2	335
AV_-2|3	1501
AV_-2|4	689
AV_-1|1	14
AV_-1|2	281
AV_-1|3	1465
AV_-1|4	774
AV_0|1	1
AV_0|2	1
AV_0|3	1
AV_0|4	1
AV_1|1	12
AV_1|2	217
AV_1|3	1403
AV_1|4	798
AV_2|1	26
AV_2|2	356
AV_2|3	1530
AV_2|4	580
AV_3|1	38
AV_3|2	327
AV_3|3	1464
AV_3|4	618
A#_-3|1	50
A#_-3|2	155
A#_-3|3	135
A#_-3|4	30
A#_-2|1	47
A#_-2|2	110
A#_-2|3	86
A#_-2|4	7
A#_-1|1	39
A#_-1|2	60
A#_-1|3	43
A#_-1|4	2
A#_0|1	1
A#_0|2	1
A#_0|3	1
A#_0|4	1
A#_1|1	36
A#_1|2	80
A#_1|3	52
A#_1|4	1
A#_2|1	49
A#_2|2	160
A#_2|3	125
A#_2|4	6
A#_3|1	54
A#_3|2	214
A#_3|3	224
A#_3|4	19
RA_-3|1	267
RA_-3|2	1152
RA_-3|3	396
RA_-3|4	1
RA_-2|1	278
RA_-2|2	1177
RA_-2|3	482
RA_-2|4	1
RA_-1|1	269
RA_-1|2	1145
RA_-1|3	434
RA_-1|4	1
RA_0|1	1
RA_0|2	1
RA_0|3	1
RA_0|4	1
RA_1|1	238
RA_1|2	1043
RA_1|3	402
RA_1|4	1
RA_2|1	279
RA_2|2	1090
RA_2|3	436
RA_2|4	1
RA_3|1	241
RA_3|2	1076
RA_3|3	419
RA_3|4	1
RR_-3|1	238
RR_-3|2	720
RR_-3|3	240
RR_-3|4	1
RR_-2|1	247
RR_-2|2	686
RR_-2|3	243
RR_-2|4	1
RR_-1|1	282
RR_-1|2	729
RR_-1|3	167
RR_-1|4	1
RR_0|1	4372
RR_0|2	13315
RR_0|3	4615
RR_0|4	1
RR_1|1	282
RR_1|2	707
RR_1|3	189
RR_1|4	1
RR_2|1	255
RR_2|2	687
RR_2|3	234
RR_2|4	1
RR_3|1	283
RR_3|2	711
RR_3|3	204
RR_3|4	1
RN_-3|1	204
RN_-3|2	571
RN_-3|3	189
RN_-3|4	1
RN_-2|1	235
RN_-2|2	528
RN_-2|3	136
RN_-2|4	1
RN_-1|1	253
RN_-1|2	513
RN_-1|3	103
RN_-1|4	1
RN_0|1	1
RN_0|2	1
RN_0|3	1
RN_0|4	1
RN_1|1	261
RN_1|2	526
RN_1|3	133
RN_1|4	1
RN_2|1	178
RN_2|2	497
RN_2|3	129
RN_2|4	1
RN_3|1	191
RN_3|2	508
RN_3|3	131
RN_3|4	1
RD_-3|1	305
RD_-3|2	892
RD_-3|3	230
RD_-3|4	1
RD_-2|1	358
RD_-2|2	684
RD_-2|3	176
RD_-2|4	1
RD_-1|1	326
RD_-1|2	662
RD_-1|3	126
RD_-1|4	1
RD_0|1	1
RD_0|2	1
RD_0|3	1
RD_0|4	1
RD_1|1	373
RD_1|2	731
RD_1|3	202
RD_1|4	1
RD_2|1	240
RD_2|2	624
RD_2|3	158
RD_2|4	1
RD_3|1	267
RD_3|2	785
RD_3|3	244
RD_3|4	1
RC_-3|1	53
RC_-3|2	179
RC_-3|3	78
RC_-3|4	1
RC_-2|1	40
RC_-2|2	140
RC_-2|3	99
RC_-2|4	1
RC_-1|1	20
RC_-1|2	204
RC_-1|3	99
RC_-1|4	1
RC_0|1	1
RC_0|2	1
RC_0|3	1
RC_0|4	1
RC_1|1	25
RC_1|2	185
RC_1|3	119
RC_1|4	1
RC_2|1	39
RC_2|2	182
RC_2|3	90
RC_2|4	1
RC_3|1	35
RC_3|2	164
RC_3|3	87
RC_3|4	1
RQ_-3|1	166
RQ_-3|2	552
RQ_-3|3	165
RQ_-3|4	1
RQ_-2|1	182
RQ_-2|2	526
RQ_-2|3	159
RQ_-2|4	1
RQ_-1|1	197
RQ_-1|2	532
RQ_-1|3	133
RQ_-1|4	1
RQ_0|1	1
RQ_0|2	1
RQ_0|3	1
RQ_0|4	1
RQ_1|1	189
RQ_1|2	550
RQ_1|3	135
RQ_1|4	1
RQ_2|1	168
RQ_2|2	458
RQ_2|3	156
RQ_2|4	1
RQ_3|1	204
RQ_3|2	534
RQ_3|3	135
RQ_3|4	1
RE_-3|1	462
RE_-3|2	1137
RE_-3|3	281
RE_-3|4	1
RE_-2|1	363
RE_-2|2	907
RE_-2|3	203
RE_-2|4	1
RE_-1|1	480
RE_-1|2	896
RE_-1|3	168
RE_-1|4	1
RE_0|1	1
RE_0|2	1
RE_0|3	1
RE_0|4	1
RE_1|1	467
RE_1|2	948
RE_1|3	172
RE_1|4	1
RE_2|1	378
RE_2|2	886
RE_2|3	203
RE_2|4	1
RE_3|1	409
RE_3|2	1027
RE_3|3	227
RE_3|4	1
RG_-3|1	280
RG_-3|2	798
RG_-3|3	355
RG_-3|4	1
RG_-2|1	326
RG_-2|2	876
RG_-2|3	279
RG_-2|4	1
RG_-1|1	393
RG_-1|2	965
RG_-1|3	240
RG_-1|4	1
RG_0|1	1
RG_0|2	1
RG_0|3	1
RG_0|4	1
RG_1|1	442
RG_1|2	826
RG_1|3	200
RG_1|4	1
RG_2|1	379
RG_2|2	938
RG_2|3	243
RG_2|4	1
RG_3|1	273
RG_3|2	925
RG_3|3	310
RG_3|4	1
RH_-3|1	81
RH_-3|2	273
RH_-3|3	90
RH_-3|4	1
RH_-2|1	95
RH_-2|2	295
RH_-2|3	88
RH_-2|4	1
RH_-1|1	66
RH_-1|2	352
RH_-1|3	156
RH_-1|4	1
RH_0|1	1
RH_0|2	1
RH_0|3	1
RH_0|4	1
RH_1|1	86
RH_1|2	302
RH_1|3	111
RH_1|4	1
RH_2|1	109
RH_2|2	297
RH_2|3	112
RH_2|4	1
RH_3|1	95
RH_3|2	288
RH_3|3	85
RH_3|4	1
RI_-3|1	235
RI_-3|2	693
RI_-3|3	294
RI_-3|4	1
RI_-2|1	172
RI_-2|2	807
RI_-2|3	332
RI_-2|4	1
RI_-1|1	118
RI_-1|2	779
RI_-1|3	436
RI_-1|4	1
RI_0|1	1
RI_0|2	1
RI_0|3	1
RI_0|4	1
RI_1|1	117
RI_1|2	770
RI_1|3	509
RI_1|4	1
RI_2|1	176
RI_2|2	895
RI_2|3	406
RI_2|4	1
RI_3|1	209
RI_3|2	732
RI_3|3	342
RI_3|4	1
RL_-3|1	355
RL_-3|2	1214
RL_-3|3	478
RL_-3|4	1
RL_-2|1	307
RL_-2|2	1476
RL_-2|3	592
RL_-2|4	1
RL_-1|1	223
RL_-1|2	1409
RL_-1|3	730
RL_-1|4	1
RL_0|1	1
RL_0|2	1
RL_0|3	1
RL_0|4	1
RL_1|1	184
RL_1|2	1394
RL_1|3	647
RL_1|4	1
RL_2|1	291
RL_2|2	1523
RL_2|3	630
RL_2|4	1
RL_3|1	296
RL_3|2	1250
RL_3|3	562
RL_3|4	1
RK_-3|1	317
RK_-3|2	758
RK_-3|3	169
RK_-3|4	1
RK_-2|1	355
RK_-2|2	692
RK_-2|3	162
RK_-2|4	1
RK_-1|1	433
RK_-1|2	702
RK_-1|3	120
RK_-1|4	1
RK_0|1	1
RK_0|2	1
RK_0|3	1
RK_0|4	1
RK_1|1	385
RK_1|2	719
RK_1|3	146
RK_1|4	1
RK_2|1	336
RK_2|2	685
RK_2|3	151
RK_2|4	1
RK_3|1	285
RK_3|2	823
RK_3|3	163
RK_3|4	1
RM_-3|1	72
RM_-3|2	304
RM_-3|3	112
RM_-3|4	1
RM_-2|1	65
RM_-2|2	309
RM_-2|3	119
RM_-2|4	1
RM_-1|1	53
RM_-1|2	332
RM_-1|3	148
RM_-1|4	1
RM_0|1	1
RM_0|2	1
RM_0|3	1
RM_0|4	1
RM_1|1	58
RM_1|2	259
RM_1|3	135
RM_1|4	1
RM_2|1	78
RM_2|2	308
RM_2|3	119
RM_2|4	1
RM_3|1	75
RM_3|2	276
RM_3|3	155
RM_3|4	1
RF_-3|1	137
RF_-3|2	519
RF_-3|3	223
RF_-3|4	1
RF_-2|1	103
RF_-2|2	555
RF_-2|3	256
RF_-2|4	1
RF_-1|1	91
RF_-1|2	519
RF_-1|3	258
RF_-1|4	1
RF_0|1	1
RF_0|2	1
RF_0|3	1
RF_0|4	1
RF_1|1	111
RF_1|2	596
RF_1|3	270
RF_1|4	1
RF_2|1	113
RF_2|2	555
RF_2|3	279
RF_2|4	1
RF_3|1	146
RF_3|2	519
RF_3|3	235
RF_3|4	1
RP_-3|1	205
RP_-3|2	582
RP_-3|3	206
RP_-3|4	1
RP_-2|1	246
RP_-2|2	505
RP_-2|3	108
RP_-2|4	1
RP_-1|1	292
RP_-1|2	443
RP_-1|3	83
RP_-1|4	1
RP_0|1	1
RP_0|2	1
RP_0|3	1
RP_0|4	1
RP_1|1	270
RP_1|2	595
RP_1|3	126
RP_1|4	1
RP_2|1	287
RP_2|2	569
RP_2|3	131
RP_2|4	1
RP_3|1	252
RP_3|2	544
RP_3|3	169
RP_3|4	1
RS_-3|1	215
RS_-3|2	747
RS_-3|3	236
RS_-3|4	1
RS_-2|1	301
RS_-2|2	708
RS_-2|3	211
RS_-2|4	1
RS_-1|1	314
RS_-1|2	756
RS_-1|3	176
RS_-1|4	1
RS_0|1	1
RS_0|2	1
RS_0|3	1
RS_0|4	1
RS_1|1	273
RS_1|2	660
RS_1|3	189
RS_1|4	1
RS_2|1	309
RS_2|2	687
RS_2|3	224
RS_2|4	1
RS_3|1	256
RS_3|2	737
RS_3|3	226
RS_3|4	1
RT_-3|1	212
RT_-3|2	633
RT_-3|3	225
RT_-3|4	1
RT_-2|1	237
RT_-2|2	689
RT_-2|3	261
RT_-2|4	1
RT_-1|1	235
RT_-1|2	692
RT_-1|3	171
RT_-1|4	1
RT_0|1	1
RT_0|2	1
RT_0|3	1
RT_0|4	1
RT_1|1	247
RT_1|2	638
RT_1|3	179
RT_1|4	1
RT_2|1	268
RT_2|2	632
RT_2|3	203
RT_2|4	1
RT_3|1	213
RT_3|2	661
RT_3|3	266
RT_3|4	1
RW_-3|1	66
RW_-3|2	162
RW_-3|3	57
RW_-3|4	1
RW_-2|1	52
RW_-2|2	184
RW_-2|3	104
RW_-2|4	1
RW_-1|1	47
RW_-1|2	174
RW_-1|3	73
RW_-1|4	1
RW_0|1	1
RW_0|2	1
RW_0|3	1
RW_0|4	1
RW_1|1	46
RW_1|2	191
RW_1|3	69
RW_1|4	1
RW_2|1	50
RW_2|2	180
RW_2|3	74
RW_2|4	1
RW_3|1	55
RW_3|2	170
RW_3|3	68
RW_3|4	1
RY_-3|1	136
RY_-3|2	424
RY_-3|3	200
RY_-3|4	1
RY_-2|1	114
RY_-2|2	490
RY_-2|3	200
RY_-2|4	1
RY_-1|1	115
RY_-1|2	543
RY_-1|3	297
RY_-1|4	1
RY_0|1	1
RY_0|2	1
RY_0|3	1
RY_0|4	1
RY_1|1	123
RY_1|2	580
RY_1|3	198
RY_1|4	1
RY_2|1	125
RY_2|2	490
RY_2|3	212
RY_2|4	1
RY_3|1	142
RY_3|2	433
RY_3|3	180
RY_3|4	1
RV_-3|1	276
RV_-3|2	865
RV_-3|3	389
RV_-3|4	1
RV_-2|1	232
RV_-2|2	997
RV_-2|3	412
RV_-2|4	1
RV_-1|1	139
RV_-1|2	936
RV_-1|3	514
RV_-1|4	1
RV_0|1	1
RV_0|2	1
RV_0|3	1
RV_0|4	1
RV_1|1	146
RV_1|2	1054
RV_1|3	501
RV_1|4	1
RV_2|1	217
RV_2|2	1014
RV_2|3	431
RV_2|4	1
RV_3|1	312
RV_3|2	967
RV_3|3	396
RV_3|4	1
R#_-3|1	110
R#_-3|2	160
R#_-3|3	22
R#_-3|4	1
R#_-2|1	84
R#_-2|2	104
R#_-2|3	13
R#_-2|4	1
R#_-1|1	46
R#_-1|2	52
R#_-1|3	3
R#_-1|4	1
R#_0|1	1
R#_0|2	1
R#_0|3	1
R#_0|4	1
R#_1|1	69
R#_1|2	61
R#_1|3	3
R#_1|4	1
R#_2|1	117
R#_2|2	138
R#_2|3	14
R#_2|4	1
R#_3|1	153
R#_3|2	205
R#_3|3	31
R#_3|4	1
NA_-3|1	541
NA_-3|2	826
NA_-3|3	143
NA_-3|4	1
NA_-2|1	542
NA_-2|2	701
NA_-2|3	102
NA_-2|4	1
NA_-1|1	510
NA_-1|2	699
NA_-1|3	117
NA_-1|4	1
NA_0|1	1
NA_0|2	1
NA_0|3	1
NA_0|4	1
NA_1|1	474
NA_1|2	733
NA_1|3	124
NA_1|4	1
NA_2|1	493
NA_2|2	658
NA_2|3	124
NA_2|4	1
NA_3|1	456
NA_3|2	678
NA_3|3	107
NA_3|4	1
NR_-3|1	401
NR_-3|2	378
NR_-3|3	51
NR_-3|4	1
NR_-2|1	379
NR_-2|2	386
NR_-2|3	39
NR_-2|4	1
NR_-1|1	457
NR_-1|2	421
NR_-1|3	42
NR_-1|4	1
NR_0|1	1
NR_0|2	1
NR_0|3	1
NR_0|4	1
NR_1|1	403
NR_1|2	413
NR_1|3	53
NR_1|4	1
NR_2|1	440
NR_2|2	409
NR_2|3	50
NR_2|4	1
NR_3|1	431
NR_3|2	486
NR_3|3	47
NR_3|4	1
NN_-3|1	463
NN_-3|2	487
NN_-3|3	38
NN_-3|4	1
NN_-2|1	563
NN_-2|2	399
NN_-2|3	25
NN_-2|4	1
NN_-1|1	509
NN_-1|2	393
NN_-1|3	54
NN_-1|4	1
NN_0|1	8792
NN_0|2	9598
NN_0|3	1406
NN_0|4	1
NN_1|1	548
NN_1|2	357
NN_1|3	51
NN_1|4	1
NN_2|1	511
NN_2|2	430
NN_2|3	46
NN_2|4	1
NN_3|1	472
NN_3|2	461
NN_3|3	55
NN_3|4	1
ND_-3|1	529
ND_-3|2	511
ND_-3|3	57
ND_-3|4	1
ND_-2|1	679
ND_-2|2	422
ND_-2|3	42
ND_-2|4	1
ND_-1|1	575
ND_-1|2	384
ND_-1|3	31
ND_-1|4	1
ND_0|1	1
ND_0|2	1
ND_0|3	1
ND_0|4	1
ND_1|1	599
ND_1|2	342
ND_1|3	33
ND_1|4	1
ND_2|1	600
ND_2|2	529
ND_2|3	45
ND_2|4	1
ND_3|1	532
ND_3|2	473
ND_3|3	67
ND_3|4	1
NC_-3|1	138
NC_-3|2	137
NC_-3|3	29
NC_-3|4	1
NC_-2|1	113
NC_-2|2	177
NC_-2|3	30
NC_-2|4	1
NC_-1|1	69
NC_-1|2	165
NC_-1|3	44
NC_-1|4	1
NC_0|1	1
NC_0|2	1
NC_0|3	1
NC_0|4	1
NC_1|1	72
NC_1|2	184
NC_1|3	31
NC_1|4	1
NC_2|1	86
NC_2|2	150
NC_2|3	32
NC_2|4	1
NC_3|1	109
NC_3|2	147
NC_3|3	28
NC_3|4	1
NQ_-3|1	361
NQ_-3|2	341
NQ_-3|3	28
NQ_-3|4	1
NQ_-2|1	341
NQ_-2|2	332
NQ_-2|3	34
NQ_-2|4	1
NQ_-1|1	424
NQ_-1|2	347
NQ_-1|3	34
NQ_-1|4	1
NQ_0|1	1
NQ_0|2	1
NQ_0|3	1
NQ_0|4	1
NQ_1|1	392
NQ_1|2	328
NQ_1|3	32
NQ_1|4	1
NQ_2|1	374
NQ_2|2	321
NQ_2|3	40
NQ_2|4	1
NQ_3|1	303
NQ_3|2	338
NQ_3|3	39
NQ_3|4	1
NE_-3|1	631
NE_-3|2	527
NE_-3|3	54
NE_-3|4	1
NE_-2|1	580
NE_-2|2	441
NE_-2|3	45
NE_-2|4	1
NE_-1|1	815
NE_-1|2	543
NE_-1|3	46
NE_-1|4	1
NE_0|1	1
NE_0|2	1
NE_0|3	1
NE_0|4	1
NE_1|1	682
NE_1|2	441
NE_1|3	24
NE_1|4	1
NE_2|1	731
NE_2|2	439
NE_2|3	43
NE_2|4	1
NE_3|1	621
NE_3|2	513
NE_3|3	69
NE_3|4	1
NG_-3|1	466
NG_-3|2	630
NG_-3|3	85
NG_-3|4	1
NG_-2|1	585
NG_-2|2	581
NG_-2|3	91
NG_-2|4	1
NG_-1|1	699
NG_-1|2	587
NG_-1|3	79
NG_-1|4	1
NG_0|1	1
NG_0|2	1
NG_0|3	1
NG_0|4	1
NG_1|1	992
NG_1|2	600
NG_1|3	63
NG_1|4	1
NG_2|1	526
NG_2|2	615
NG_2|3	89
NG_2|4	1
NG_3|1	598
NG_3|2	671
NG_3|3	94
NG_3|4	1
NH_-3|1	175
NH_-3|2	224
NH_-3|3	23
NH_-3|4	1
NH_-2|1	185
NH_-2|2	223
NH_-2|3	30
NH_-2|4	1
NH_-1|1	151
NH_-1|2	187
NH_-1|3	34
NH_-1|4	1
NH_0|1	1
NH_0|2	1
NH_0|3	1
NH_0|4	1
NH_1|1	170
NH_1|2	220
NH_1|3	22
NH_1|4	1
NH_2|1	175
NH_2|2	219
NH_2|3	38
NH_2|4	1
NH_3|1	136
NH_3|2	191
NH_3|3	39
NH_3|4	1
NI_-3|1	536
NI_-3|2	610
NI_-3|3	113
NI_-3|4	1
NI_-2|1	474
NI_-2|2	750
NI_-2|3	150
NI_-2|4	1
NI_-1|1	314
NI_-1|2	800
NI_-1|3	171
NI_-1|4	1
NI_0|1	1
NI_0|2	1
NI_0|3	1
NI_0|4	1
NI_1|1	326
NI_1|2	784
NI_1|3	156
NI_1|4	1
NI_2|1	409
NI_2|2	700
NI_2|3	136
NI_2|4	1
NI_3|1	496
NI_3|2	672
NI_3|3	117
NI_3|4	1
NL_-3|1	757
NL_-3|2	921
NL_-3|3	173
NL_-3|4	1
NL_-2|1	725
NL_-2|2	1069
NL_-2|3	192
NL_-2|4	1
NL_-1|1	518
